query,assignmentId,imageURL,Relevance,clusterNo
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/92.jpg,2,23
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/93.jpg,2,5
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/94.jpg,3,2
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/95.jpg,2,8
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/96.jpg,2,5
birds of prey,3NVC2EB65R66DZU537T0S1WLMA6Y3B,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/97.jpg,3,35
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/98.jpg,2,5
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/99.jpg,2,5
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/100.jpg,3,25
birds of prey,32AT8R96GMGTG7VFJLXCXOYKI2VUS2,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/101.jpg,2,1
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/102.jpg,3,25
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/103.jpg,2,8
birds of prey,3WRFBPLXRBVC10QRW5KPBLYEIQ4N3C,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/104.jpg,2,6
birds of prey,3NVC2EB65R66DZU537T0S1WLMA6Y3B,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/105.jpg,3,11
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/106.jpg,3,6
birds of prey,32AT8R96GMGTG7VFJLXCXOYKI2VUS2,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/107.jpg,1,1
birds of prey,32AT8R96GMGTG7VFJLXCXOYKI2VUS2,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/108.jpg,3,1
birds of prey,3WRFBPLXRBVC10QRW5KPBLYEIQ4N3C,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/109.jpg,1,12
birds of prey,32AT8R96GMGTG7VFJLXCXOYKI2VUS2,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/110.jpg,1,1
birds of prey,32AT8R96GMGTG7VFJLXCXOYKI2VUS2,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/111.jpg,2,1
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/112.jpg,2,26
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/113.jpg,2,27
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/114.jpg,2,26
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/115.jpg,2,18
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/116.jpg,2,6
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/117.jpg,3,2
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/118.jpg,3,6
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/119.jpg,2,34
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/120.jpg,2,26
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/121.jpg,2,28
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/122.jpg,2,17
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/123.jpg,2,29
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/124.jpg,2,18
birds of prey,3WRFBPLXRBVC10QRW5KPBLYEIQ4N3C,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/125.jpg,1,13
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/126.jpg,1,39
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/127.jpg,2,3
birds of prey,3NVC2EB65R66DZU537T0S1WLMA6Y3B,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/128.jpg,3,39
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/129.jpg,2,7
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/130.jpg,3,30
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/131.jpg,3,30
birds of prey,32AT8R96GMGTG7VFJLXCXOYKI2VUS2,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/132.jpg,2,1
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/133.jpg,2,20
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/134.jpg,3,31
birds of prey,32AT8R96GMGTG7VFJLXCXOYKI2VUS2,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/135.jpg,2,1
birds of prey,32AT8R96GMGTG7VFJLXCXOYKI2VUS2,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/136.jpg,2,1
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/137.jpg,2,5
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/138.jpg,2,5
birds of prey,3NVC2EB65R66DZU537T0S1WLMA6Y3B,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/139.jpg,3,50
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/140.jpg,3,19
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/141.jpg,2,19
birds of prey,3NVC2EB65R66DZU537T0S1WLMA6Y3B,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/142.jpg,3,44
birds of prey,32AT8R96GMGTG7VFJLXCXOYKI2VUS2,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/143.jpg,2,1
birds of prey,3NVC2EB65R66DZU537T0S1WLMA6Y3B,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/144.jpg,1,51
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/145.jpg,2,38
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/146.jpg,2,20
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/147.jpg,0,0
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/148.jpg,2,19
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/149.jpg,1,21
birds of prey,3NVC2EB65R66DZU537T0S1WLMA6Y3B,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/150.jpg,3,11
birds of prey,3NVC2EB65R66DZU537T0S1WLMA6Y3B,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/151.jpg,3,43
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/152.jpg,2,6
birds of prey,32AT8R96GMGTG7VFJLXCXOYKI2VUS2,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/153.jpg,2,1
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/154.jpg,2,19
birds of prey,3NVC2EB65R66DZU537T0S1WLMA6Y3B,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/155.jpg,2,55
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/156.jpg,1,14
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/157.jpg,1,14
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/158.jpg,2,4
birds of prey,32AT8R96GMGTG7VFJLXCXOYKI2VUS2,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/159.jpg,2,1
birds of prey,32AT8R96GMGTG7VFJLXCXOYKI2VUS2,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/160.jpg,2,1
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/161.jpg,3,36
birds of prey,3NVC2EB65R66DZU537T0S1WLMA6Y3B,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/162.jpg,3,11
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/163.jpg,3,7
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/164.jpg,3,7
birds of prey,3NVC2EB65R66DZU537T0S1WLMA6Y3B,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/165.jpg,3,11
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/166.jpg,3,7
birds of prey,3NVC2EB65R66DZU537T0S1WLMA6Y3B,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/167.jpg,3,11
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/168.jpg,3,6
birds of prey,3JW0YLFXRUNZFS1TYQMEC1M2AY4WWR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/169.jpg,3,6
birds of prey,3X1FV8S5JYYQ3HBOTBD04WH08YBVG9,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/170.jpg,3,7
birds of prey,3ZSANO2JCGE4XPYPOW2DBOXH8FGSF1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/171.jpg,2,1
birds of prey,32AT8R96GMGTG7VFJLXCXOYKI2VUS2,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/birds of prey/172.jpg,0,0
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/0.jpg,1,1
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/1.jpg,1,1
aruan ortiz hidden voices,3JZQSN0I3RH17KPYTW8WMAEEKPIGF7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/2.jpg,3,1
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/3.jpg,3,1
aruan ortiz hidden voices,3JZQSN0I3RH17KPYTW8WMAEEKPIGF7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/4.jpg,3,1
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/5.jpg,1,1
aruan ortiz hidden voices,3VW6495TLK77T2RTSSMQIVSYVWXYYJ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/6.jpg,1,1
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/7.jpg,1,1
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/8.jpg,3,1
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/9.jpg,3,1
aruan ortiz hidden voices,3JZQSN0I3RH17KPYTW8WMAEEKPIGF7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/10.jpg,3,1
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/11.jpg,3,1
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/12.jpg,3,1
aruan ortiz hidden voices,3JZQSN0I3RH17KPYTW8WMAEEKPIGF7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/13.jpg,3,2
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/14.jpg,3,1
aruan ortiz hidden voices,3JZQSN0I3RH17KPYTW8WMAEEKPIGF7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/15.jpg,3,2
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/16.jpg,2,2
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/17.jpg,2,1
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/18.jpg,2,2
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/19.jpg,2,2
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/20.jpg,2,1
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/21.jpg,2,1
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/22.jpg,2,1
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/23.jpg,2,2
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/24.jpg,2,1
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/25.jpg,2,2
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/26.jpg,2,3
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/27.jpg,2,1
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/28.jpg,2,1
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/29.jpg,2,2
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/30.jpg,2,1
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/31.jpg,2,2
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/32.jpg,2,1
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/33.jpg,2,2
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/34.jpg,2,5
aruan ortiz hidden voices,3VW6495TLK77T2RTSSMQIVSYVWXYYJ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/35.jpg,2,6
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/36.jpg,2,5
aruan ortiz hidden voices,3VW6495TLK77T2RTSSMQIVSYVWXYYJ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/37.jpg,0,0
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/38.jpg,2,6
aruan ortiz hidden voices,3VW6495TLK77T2RTSSMQIVSYVWXYYJ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/39.jpg,2,2
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/40.jpg,2,2
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/41.jpg,2,6
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/42.jpg,2,2
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/43.jpg,2,6
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/44.jpg,2,6
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/45.jpg,2,6
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/46.jpg,2,2
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/47.jpg,2,3
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/48.jpg,2,6
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/49.jpg,2,6
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/50.jpg,2,2
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/51.jpg,2,2
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/52.jpg,2,3
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/53.jpg,2,3
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/54.jpg,2,2
aruan ortiz hidden voices,3VW6495TLK77T2RTSSMQIVSYVWXYYJ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/55.jpg,2,2
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/56.jpg,2,6
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/57.jpg,2,6
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/58.jpg,2,3
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/59.jpg,2,3
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/60.jpg,2,4
aruan ortiz hidden voices,3VW6495TLK77T2RTSSMQIVSYVWXYYJ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/61.jpg,2,6
aruan ortiz hidden voices,3VW6495TLK77T2RTSSMQIVSYVWXYYJ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/62.jpg,2,6
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/63.jpg,2,5
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/64.jpg,2,5
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/65.jpg,2,2
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/66.jpg,2,2
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/67.jpg,2,4
aruan ortiz hidden voices,37QW5D2ZRHTVIAO2GIW71WGVLW08S3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/68.jpg,2,3
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/69.jpg,2,2
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/70.jpg,2,3
aruan ortiz hidden voices,3VW6495TLK77T2RTSSMQIVSYVWXYYJ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/71.jpg,2,6
aruan ortiz hidden voices,374TNBHA8C2YK0071I5W59PWWOJYQL,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/72.jpg,2,3
aruan ortiz hidden voices,3GNA64GUZFB0ICQNQG0ZUCR31JF5QC,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/aruan ortiz hidden voices/73.jpg,2,2
